batch,prawn.id,size,algae.id,colour,day,lws,mws,sws,sum(sml),ppn(sw),ppn(mw),ppn(lw),hue_sam,hue,xcoord,ycoord,jnd
1,B1G1,6,p4,green,0,17081.081,15548.117,4339.63,36968.828,0.117386194,0.420573706,0.4620401,0.765227613,0.132998365,0.029321169,-0.264480152,14.01190161
1,B1G1,6,p7,green,5,28990.632,26723.915,12247.219,67961.766,0.180207486,0.393219844,0.42657267,0.639585028,0.219820849,0.02358401,-0.187540096,9.222082714
1,B1G1,6,p22,green,10,45785.936,45083.487,38422.095,129291.518,0.297174135,0.348696401,0.354129464,0.40565173,0.422827545,0.003841756,-0.044285793,2.478372967
1,B1G1,6,p14,green,15,51459.159,50203.52,43658.809,145321.488,0.300429135,0.345465221,0.354105643,0.399141729,0.429447752,0.006109701,-0.040299248,2.513416988
1,B1G1,6,p7,green,20,31163.364,30180.133,25763.252,87106.749,0.295766428,0.346472958,0.357760614,0.408467144,0.419983425,0.007981578,-0.046009875,2.425530462
1,B1G1,6,p20,green,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,B1G1,6,p17,green,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,B1G2,6.15625,p17,green,0,18213.57,16554.196,4079.663,38847.429,0.10501758,0.426133632,0.468848788,0.789964839,0.117340384,0.030204177,-0.279628547,15.81875044
1,B1G2,6.15625,p24,green,5,22187.632,19507.327,3410.105,45105.064,0.075603595,0.432486406,0.491909999,0.84879281,0.081786985,0.042018826,-0.315653175,18.35627102
1,B1G2,6.15625,p6,green,10,46616.06,44616.838,31308.983,122541.881,0.255496184,0.364094607,0.380409209,0.489007632,0.34317646,0.011536166,-0.095330649,3.648235804
1,B1G2,6.15625,p13,green,15,51497.344,49737.693,40454.895,141689.932,0.285517075,0.351031949,0.363450975,0.428965849,0.399613574,0.008781578,-0.058562717,2.684579949
1,B1G2,6.15625,p17,green,20,45193.761,42489.374,29017.363,116700.498,0.248648151,0.364089055,0.387262795,0.502703699,0.33093437,0.016386309,-0.103717743,4.74448886
1,B1G2,6.15625,p13,green,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,B1G2,6.15625,p23,green,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,B1G3,8.6875,p26,green,0,13641.252,12556.141,3302.031,29499.424,0.11193544,0.425640209,0.462424351,0.77612912,0.126044259,0.026010316,-0.271155935,15.15529721
1,B1G3,8.6875,p13,green,5,16275.96,14190.757,1024.698,31491.415,0.032538963,0.450623035,0.516838002,0.934922073,0.033633358,0.046821052,-0.368396362,29.06581379
1,B1G3,8.6875,p26,green,10,29519.534,26842.226,9060.584,65422.344,0.138493723,0.410291414,0.451214863,0.723012554,0.160757648,0.028937249,-0.238628813,12.50581825
1,B1G3,8.6875,p23,green,15,25359.191,23424.972,13440.141,62224.304,0.215995039,0.376460169,0.407544792,0.568009921,0.275502134,0.021980147,-0.143709474,6.468297952
1,B1G3,8.6875,p9,green,20,21302.241,19369.694,11006.277,51678.212,0.212977125,0.374813548,0.412209327,0.574045751,0.270611098,0.026442809,-0.147405649,6.443695827
1,B1G3,8.6875,p13,green,25,26997.693,25398.92,17998.996,70395.609,0.255683504,0.360802618,0.383513878,0.488632991,0.343514494,0.016059286,-0.09510123,4.17188954
1,B1G3,8.6875,p4,green,30,21441.938,19517.179,13096.35,54055.467,0.242276142,0.361058374,0.396665484,0.515447716,0.319742,0.025178029,-0.111521828,4.548465625
2,B2G2,5.375,p15,green,0,14048.033,12629.931,3099.508,29777.472,0.104089024,0.424143829,0.471767147,0.791821952,0.116182329,0.033674771,-0.280765792,15.88603346
2,B2G2,5.375,p15,green,5,22114.575,19952.362,8118.669,50185.606,0.16177286,0.397571407,0.440655733,0.676454281,0.192994061,0.030465219,-0.21011781,10.41697085
2,B2G2,5.375,p15,green,10,33477.738,30930.15,17221.932,81629.82,0.210975989,0.378907487,0.410116524,0.578048022,0.267388553,0.022068121,-0.14985653,6.946047673
2,B2G2,5.375,p15,green,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,B2G2,5.375,p16,green,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,B2G2,5.375,p16,green,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,B2G2,5.375,p4,green,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,B2G3,7.0625,p18,green,0,15204.157,13781.926,3818.613,32804.696,0.116404462,0.420120522,0.463475016,0.767191075,0.131739532,0.030656257,-0.265682522,14.14763386
2,B2G3,7.0625,p1,green,5,25912.677,24247.297,12296.953,62456.927,0.196886936,0.388224304,0.41488876,0.606226128,0.245154692,0.018854618,-0.167112025,7.687972675
2,B2G3,7.0625,p1,green,10,36311.582,35313.432,27094.387,98719.401,0.274458584,0.357715217,0.367826199,0.451082832,0.378281071,0.007149543,-0.072106547,3.329327412
2,B2G3,7.0625,p24,green,15,42967.268,41608.444,33224.596,117800.308,0.282041673,0.353211674,0.364746652,0.435916653,0.392838502,0.008156461,-0.062819197,2.327973926
2,B2G3,7.0625,p23,green,20,39761.892,38323.02,29827.925,107912.837,0.27640757,0.35512939,0.36846304,0.447184861,0.381993451,0.009428314,-0.069719537,3.292177571
2,B2G3,7.0625,p25,green,25,37058.29,35840.39,29337.113,102235.793,0.286955401,0.350565971,0.362478628,0.426089198,0.402436821,0.008423521,-0.056801134,2.182523026
2,B2G3,7.0625,p8,green,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,B2G4,6.21875,p9,green,0,16913.875,15241.959,4052.347,36208.181,0.111917994,0.420953458,0.467128548,0.776164011,0.12602214,0.032650719,-0.271177301,14.64641704
2,B2G4,6.21875,p18,green,5,25880.292,24725.98,16448.483,67054.755,0.245299278,0.368743126,0.385957595,0.509401444,0.325028546,0.012172468,-0.107819258,4.724077441
2,B2G4,6.21875,p18,green,10,30072.876,29388.442,23725.873,83187.191,0.285210652,0.353280855,0.361508492,0.429578696,0.399013574,0.005817818,-0.058938007,2.910004208
2,B2G4,6.21875,p1,green,15,41580.626,40716.981,33700.95,115998.557,0.290529045,0.351012823,0.358458132,0.41894191,0.409500971,0.005264628,-0.052424332,2.633449699
2,B2G4,6.21875,p7,green,20,43122.597,41595.737,34603.012,119321.346,0.289998505,0.348602647,0.361398848,0.420002989,0.408447739,0.009048281,-0.053074108,2.696917476
2,B2G4,6.21875,p18,green,25,37713.795,36393.059,30592.932,104699.786,0.2921967,0.347594397,0.360208902,0.415606599,0.412821896,0.008919802,-0.05038188,2.51438577
2,B2G4,6.21875,p12,green,30,39781.749,38403.992,32482.595,110668.336,0.293512997,0.34701879,0.359468213,0.412974006,0.415454207,0.008803072,-0.048769752,2.005577919
3,B3G2,6.21875,p1,green,0,22943.428,20811.02,4469.921,48224.369,0.092690088,0.431545719,0.475764193,0.814619824,0.102159236,0.031267183,-0.294726581,17.02419839
3,B3G2,6.21875,p16,green,5,29192.679,27875.874,17267.275,74335.828,0.232287384,0.374999173,0.392713444,0.535425233,0.302570752,0.012525881,-0.123755509,5.808599881
3,B3G2,6.21875,p16,green,10,34722.94,31474.746,11646.788,77844.474,0.149616118,0.404328585,0.446055297,0.700767764,0.175939503,0.029505241,-0.225006717,11.444221
3,B3G2,6.21875,p11,green,15,38926.991,36258.627,19133.635,94319.253,0.202860332,0.38442445,0.412715217,0.594279336,0.254485306,0.020004593,-0.159796139,7.858400401
3,B3G2,6.21875,p22,green,20,40743.106,37587.949,20813.878,99144.933,0.209933855,0.379121231,0.410944914,0.58013229,0.265716809,0.022502743,-0.151132878,7.186752196
3,B3G2,6.21875,p19,green,25,49729.095,46697.614,31614.04,128040.749,0.246906085,0.364709004,0.388384912,0.506187831,0.327855636,0.016741395,-0.10585133,4.016626001
3,B3G2,6.21875,p16,green,30,50494.437,48611.833,38412.691,137518.961,0.279326507,0.353491858,0.367181635,0.441346986,0.387590926,0.009680135,-0.066144584,3.298794889
3,B3G3,13.375,p24,green,0,10015.568,9072.448,1799.753,20887.769,0.086163008,0.434342605,0.479494387,0.827673985,0.094287065,0.031927131,-0.302720589,16.89758461
3,B3G3,13.375,p12,green,5,10706.444,9312.758,1428.245,21447.447,0.066592774,0.434212893,0.499194333,0.866814451,0.071343753,0.045948817,-0.326689132,19.70918278
3,B3G3,13.375,p24,green,10,12147.817,10547.128,2968.514,25663.459,0.115670845,0.410978427,0.473350728,0.768658309,0.130800669,0.044103877,-0.266581016,13.26167271
3,B3G3,13.375,p8,green,15,11980.847,10492.938,3894.865,26368.65,0.147708169,0.397932317,0.454359514,0.704583663,0.173307033,0.039900053,-0.227343469,11.42735057
3,B3G3,13.375,p17,green,20,21026.557,18940.943,7920.288,47887.788,0.165392647,0.395527624,0.439079729,0.669214707,0.198168212,0.030795989,-0.205684495,10.14576598
3,B3G3,13.375,p14,green,25,10036.629,8441.047,3121.895,21599.571,0.144535047,0.390796975,0.464667979,0.710929907,0.168954959,0.052234688,-0.231229733,11.38220173
3,B3G3,13.375,p8,green,30,16179.361,13746.387,7743.478,37669.226,0.205565094,0.364923532,0.429511374,0.588869811,0.258756373,0.045670501,-0.156483495,7.060869797
3,B3G4,8.59375,p21,green,0,11522.706,10429.29,2112.078,24064.074,0.087768929,0.433396689,0.478834382,0.824462142,0.096213483,0.032129301,-0.300753745,17.66449225
3,B3G4,8.59375,p12,green,5,14132.073,12393.057,2569.536,29094.666,0.088316394,0.425956325,0.485727281,0.823367211,0.096871759,0.042264448,-0.300083239,16.43090815
3,B3G4,8.59375,p5,green,10,33588.007,30564.663,12277.247,76429.917,0.160634049,0.399904438,0.439461513,0.678731903,0.191375464,0.027971076,-0.211512563,10.53641594
3,B3G4,8.59375,p12,green,15,26698.691,23975.607,12074.134,62748.432,0.192421286,0.382090934,0.42548778,0.615157427,0.238269389,0.030686204,-0.172581307,6.820499144
3,B3G4,8.59375,p20,green,20,33978.231,31042.112,14853.092,79873.435,0.185957847,0.388641255,0.425400898,0.628084306,0.228437614,0.025992993,-0.180497371,8.914720713
3,B3G4,8.59375,p3,green,25,31817.324,28835.265,15713.304,76365.893,0.205763377,0.377593502,0.416643121,0.588473247,0.259070623,0.02761225,-0.15624065,6.445943953
3,B3G4,8.59375,p22,green,30,41708.683,38178.424,23054.541,102941.648,0.223957372,0.37087442,0.405168208,0.552085255,0.288589008,0.02424937,-0.133957647,6.278999699
4,B4G1,6.125,p6,green,0,12741.654,11400.829,2219.868,26362.351,0.084205995,0.432466323,0.483327682,0.83158801,0.09194862,0.035964412,-0.30511743,17.29849547
4,B4G1,6.125,p11,green,5,14655.555,12550.874,2951.662,30158.091,0.097872972,0.416169379,0.485957649,0.804254056,0.108491342,0.049347759,-0.28837887,16.89379854
4,B4G1,6.125,p11,green,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,B4G1,6.125,p11,green,15,31245.296,29001.647,19841.568,80088.511,0.247745497,0.362119943,0.39013456,0.504509005,0.329337341,0.019809326,-0.104823263,5.071111422
4,B4G1,6.125,p3,green,20,37579.465,35221.012,24269.358,97069.835,0.250019566,0.362841989,0.387138445,0.499960868,0.333368118,0.017180189,-0.102038109,3.95551137
4,B4G1,6.125,p17,green,25,38499.21,35781.74,25162.218,99443.168,0.253031138,0.359820998,0.387147863,0.493937723,0.338743891,0.019323011,-0.098349701,4.455335075
4,B4G1,6.125,p19,green,30,40080.787,36559.881,24883.871,101524.539,0.245102034,0.360108811,0.394789155,0.509795932,0.324682334,0.024522707,-0.108060831,3.944589209
4,B4G2,9.4375,p16,green,0,14190.367,12944.085,2391.102,29525.554,0.080984154,0.438402782,0.480613065,0.838031693,0.088120519,0.029847178,-0.309063364,18.91298817
4,B4G2,9.4375,p5,green,5,28150.571,27348.297,18442.705,73941.573,0.249422676,0.369863608,0.380713716,0.501154648,0.332307769,0.007672184,-0.102769147,4.789739306
4,B4G2,9.4375,p24,green,10,35902.763,34717.564,25123.057,95743.384,0.262399927,0.36261058,0.374989493,0.475200145,0.355748239,0.008753213,-0.086875325,3.149628228
4,B4G2,9.4375,p14,green,15,37762.88,35880.014,25248.779,98891.673,0.255317543,0.362821387,0.381861069,0.489364913,0.342854247,0.013463088,-0.095549439,4.306878595
4,B4G2,9.4375,p21,green,20,43014.107,41171.274,31556.986,115742.367,0.272648528,0.355714809,0.371636663,0.454702944,0.37485114,0.011258451,-0.074323404,3.51706031
4,B4G2,9.4375,p9,green,25,45424.518,42633.007,29718.414,117775.939,0.252330096,0.361984013,0.385685891,0.495339808,0.337488636,0.016759759,-0.099208299,4.220397626
4,B4G2,9.4375,p1,green,30,40443.607,37107.886,23324.227,100875.72,0.231217453,0.367857459,0.400925089,0.537565095,0.300757936,0.023382346,-0.125065901,5.433811963
4,B4G3,7,p3,green,0,24577.246,22460.59,5615.852,52653.688,0.106656385,0.426572019,0.466771596,0.786687231,0.119390101,0.028425394,-0.27762143,14.78780188
4,B4G3,7,p23,green,5,31117.806,30381.186,21974.493,83473.485,0.263251175,0.363962113,0.372786712,0.47349765,0.357314686,0.006239934,-0.085832764,4.03006679
4,B4G3,7,p23,green,10,36467.189,35446.661,27397.497,99311.347,0.27587479,0.356924582,0.367200628,0.44825042,0.380976641,0.007266262,-0.070372056,3.376357256
4,B4G3,7,p18,green,15,52930.078,51952.692,45189.473,150072.243,0.301118129,0.346184551,0.352697321,0.397763742,0.430856975,0.004605224,-0.039455407,2.355419652
4,B4G3,7,p21,green,20,46714.954,45476.628,38061.614,130253.196,0.292212515,0.349140208,0.358647276,0.41557497,0.412853464,0.006722512,-0.050362511,2.813799237
4,B4G3,7,p12,green,25,39852.711,38586.174,32605.411,111044.296,0.293625266,0.347484521,0.358890213,0.412749467,0.415679175,0.008065042,-0.048632251,2.036307343
4,B4G3,7,p7,green,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,B4G4,9.1875,p22,green,0,22197.976,20521.383,5239.037,47958.396,0.109241289,0.427899695,0.462859016,0.781517422,0.122638474,0.024719974,-0.274455582,15.5325603
4,B4G4,9.1875,p4,green,5,26896.266,24067.253,5941.445,56904.964,0.10440996,0.422937672,0.472652368,0.791180081,0.116582314,0.035153599,-0.280372728,15.39895186
4,B4G4,9.1875,p4,green,10,28597.31,25500.381,7109.927,61207.618,0.116160818,0.416621032,0.467218149,0.767678363,0.13142755,0.035777564,-0.265980924,14.0989283
4,B4G4,9.1875,p19,green,15,29634.526,26499.628,8429.474,64563.628,0.130560724,0.410442053,0.458997224,0.738878552,0.150166581,0.034333691,-0.248344714,12.07361046
4,B4G4,9.1875,p15,green,20,34669.142,31705.436,17000.689,83375.267,0.203905662,0.380273877,0.415820461,0.592188676,0.256132536,0.025135231,-0.158515877,7.388829511
4,B4G4,9.1875,p26,green,25,34428.372,32351.904,23085.105,89865.381,0.256885407,0.360004082,0.383110511,0.486229185,0.345687475,0.016338712,-0.093629205,4.327386026
4,B4G4,9.1875,p19,green,30,41261.976,37582.791,23792.271,102637.038,0.231809798,0.36617182,0.402018382,0.536380405,0.30176094,0.025347347,-0.12434043,4.695307864
5,B5G1,9.375,p20,green,0,11778.14,10827.814,2716.289,25322.243,0.107268894,0.427600904,0.465130202,0.785462212,0.120158123,0.026537221,-0.276871263,15.85769531
5,B5G1,9.375,p10,green,5,13066.837,11374.502,1654.109,26095.448,0.063386879,0.435880695,0.500732427,0.873226242,0.067676693,0.045857099,-0.330615536,21.74444456
5,B5G1,9.375,p9,green,10,22212.907,19242.99,4715.09,46170.987,0.102122357,0.416776665,0.481100978,0.795755287,0.113737498,0.045484158,-0.283174458,15.66142234
5,B5G1,9.375,p13,green,15,18372.721,15505.233,4487.79,38365.744,0.116973882,0.404142638,0.47888348,0.766052237,0.132469334,0.052849756,-0.264985129,14.22322811
5,B5G1,9.375,p20,green,20,16799.421,13968.028,4266.778,35034.227,0.121788844,0.398696623,0.479514533,0.756422312,0.138678316,0.057146892,-0.259088029,14.16005644
5,B5G1,9.375,p20,green,25,20662.965,17604.521,6915.894,45183.38,0.153062785,0.389623817,0.457313397,0.693874429,0.180725068,0.047863761,-0.220785429,11.34126137
5,B5G1,9.375,p2,green,30,16540.432,13753.836,5005.138,35299.406,0.141790998,0.389633639,0.468575364,0.716418004,0.165217328,0.055820229,-0.234590493,11.85534301
5,B5G2,6.90625,p5,green,0,25688.444,23609.764,8640.413,57938.621,0.149130457,0.407496133,0.443373411,0.701739087,0.175268298,0.025369066,-0.225601529,11.50632556
5,B5G2,6.90625,p3,green,5,23877.371,23408.317,17713.344,64999.032,0.272517043,0.360133317,0.36734964,0.454965914,0.374602649,0.005102711,-0.07448444,3.158269548
5,B5G2,6.90625,p26,green,10,50585.811,49820.148,41758.611,142164.57,0.293734304,0.350439972,0.355825724,0.412531392,0.415897736,0.003808301,-0.048498708,2.583802848
5,B5G2,6.90625,p6,green,15,48966.731,48182.359,42300.484,139449.574,0.303338926,0.345518151,0.351142923,0.393322148,0.435418222,0.003977314,-0.036735497,2.200810677
5,B5G2,6.90625,p3,green,20,38436.896,37422.151,31630.844,107489.891,0.294268081,0.348145771,0.357586147,0.411463837,0.416968644,0.006675354,-0.047844967,2.258925839
5,B5G2,6.90625,p16,green,25,40001.27,39132.305,34119.191,113252.766,0.301265852,0.345530678,0.353203471,0.397468297,0.431159479,0.005425484,-0.039274484,2.430179738
5,B5G2,6.90625,p15,green,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,B5G3,7,p20,green,0,17018.34,15524.221,5603.874,38146.435,0.146904265,0.406963875,0.44613186,0.70619147,0.172201383,0.027695948,-0.228328045,11.96089152
5,B5G3,7,p14,green,5,23049.998,20587.66,6399.635,50037.293,0.127897307,0.411446319,0.460656375,0.744205387,0.146653952,0.034796764,-0.25160672,13.06460897
5,B5G3,7,p24,green,10,48976.919,47204.649,35537.816,131719.384,0.26979944,0.358372834,0.371827726,0.460401121,0.369486761,0.009514045,-0.07781281,2.784166481
5,B5G3,7,p20,green,15,46901.756,43982.308,30580.272,121464.336,0.251763382,0.362100592,0.386136026,0.496473236,0.336475622,0.016995618,-0.09990238,4.786560642
5,B5G3,7,p14,green,20,36517.071,34903.553,26224.34,97644.964,0.26856828,0.357453693,0.373978027,0.462863441,0.367181614,0.011684469,-0.079320667,3.673792839
5,B5G3,7,p10,green,25,43416.992,41901.015,34525.846,119843.853,0.288090254,0.349630072,0.362279674,0.423819493,0.404672439,0.008944619,-0.05541123,2.800102552
5,B5G3,7,p6,green,30,40192.608,38972.555,32862.741,112027.904,0.293344246,0.347882569,0.358773186,0.413311509,0.415116192,0.007700829,-0.04897643,2.246650117
5,B5G4,7.78125,p17,green,0,15861.341,14543.622,4524.922,34929.885,0.129542997,0.416366158,0.454090845,0.740914005,0.148821822,0.026675382,-0.249591169,13.27469047
